"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs728115-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,KCND2,"Alcohol and nicotine co-dependence","alcohol and nicotine codependence",'-,GCST001471,7:120665095
rs6028335-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,LINC01734,"Alcohol and nicotine co-dependence","alcohol and nicotine codependence",'-,GCST001471,20:39216834
rs4791746-<b>?</b>,"2 x 10-7",,0.6133,2.15,'-,'-,"MYH10, CCDC42","Heroin dependence","heroin dependence",'-,GCST003878,17:8723039
rs4739179-<b>?</b>,"4 x 10-6",,0.6523,1.98,'-,'-,'-,"Heroin dependence","heroin dependence",'-,GCST003878,8:77873757
rs1881509-<b>?</b>,"4 x 10-6",,0.5908,2.02,'-,'-,BRSK2,"Heroin dependence","heroin dependence",'-,GCST003878,11:1404375
rs78158938-<b>?</b>,"6 x 10-6",,0.90234,4.93,'-,'-,"NPM1P18, AOAH","Heroin dependence","heroin dependence",'-,GCST003878,7:36747191
rs2288156-<b>?</b>,"3 x 10-7",,0.8271,2.5608194,'-,'-,CCDC42,"Heroin dependence","heroin dependence",'-,GCST003878,17:8741536
chr17:8631468-<b>?</b>,"4 x 10-7",,0.6201,2.1303794,'-,'-,'-,"Heroin dependence","heroin dependence",'-,GCST003878,"Mapping not available"
chr8:78718310-<b>?</b>,"5 x 10-6",,0.6475,1.961169,'-,'-,'-,"Heroin dependence","heroin dependence",'-,GCST003878,"Mapping not available"
chr11:1421138-<b>?</b>,"5 x 10-6",,0.5898,2.0008004,'-,'-,'-,"Heroin dependence","heroin dependence",'-,GCST003878,"Mapping not available"
rs57602752-<b>A</b>,"1 x 10-7",,NR,'-,"0.2866 unit decrease",[0.18-0.39],"LDHAP5, RPL17P36","Cannabis dependence","cannabis dependence",'-,GCST005133,10:118890460
rs17552189-<b>?</b>,"4 x 10-6",,NR,1.4,'-,[1.21-1.61],LINC01122,"Cannabis dependence","cannabis dependence",'-,GCST000861,2:58845834
rs12491921-<b>?</b>,"1 x 10-6",,NR,1.39,'-,[1.22-1.58],LINC00882,"Cannabis dependence","cannabis dependence",'-,GCST000861,3:106570103
rs12811699-<b>?</b>,"8 x 10-6",,NR,1.74,'-,[1.36-2.21],CHST11,"Cannabis dependence","cannabis dependence",'-,GCST000861,12:104623386
rs1431318-<b>?</b>,"9 x 10-7",,NR,1.41,'-,[1.23-1.62],ANKFN1,"Cannabis dependence","cannabis dependence",'-,GCST000861,17:56115162
rs9507041-<b>?</b>,"8 x 10-6",,NR,1.55,'-,[1.28-1.88],LINC00362,"Cannabis dependence","cannabis dependence",'-,GCST000861,13:23170240
rs1019238-<b>?</b>,"6 x 10-7",,NR,1.45,'-,[1.25-1.68],ANKFN1,"Cannabis dependence","cannabis dependence",'-,GCST000861,17:56201354
rs8065311-<b>?</b>,"2 x 10-6",,NR,1.43,'-,[1.23-1.66],ANKFN1,"Cannabis dependence","cannabis dependence",'-,GCST000861,17:56125999
rs28372448-<b>?</b>,"8 x 10-6",,NR,1.68,'-,[1.34-2.11],"PIM3, CRELD2","Cannabis dependence","cannabis dependence",'-,GCST000861,22:49957323
rs9427573-<b>?</b>,"5 x 10-6",,NR,2.56,'-,[1.71-3.82],UCHL5,"Cannabis dependence","cannabis dependence",'-,GCST000861,1:193026083
rs11007350-<b>?</b>,"3 x 10-6",,NR,1.37,'-,[1.20-1.56],LINC01517,"Cannabis dependence","cannabis dependence",'-,GCST000861,10:29000102
rs7783012-<b>A</b>,"2 x 10-9",,'-,'-,'-,'-,FOXP2,"Cannabis use disorder","cannabis dependence",'-,GCST011179,7:114476826
rs7783012-<b>A</b>,"2 x 10-9",(EA),'-,1.11,'-,[1.07-1.15],FOXP2,"Cannabis use disorder","cannabis dependence",'-,GCST011179,7:114476826
rs4732724-<b>C</b>,"3 x 10-9",,'-,'-,'-,'-,GULOP,"Cannabis use disorder","cannabis dependence",'-,GCST011179,8:27565545
rs4732724-<b>C</b>,"6 x 10-9",(EA),'-,0.89,'-,[0.85-0.93],GULOP,"Cannabis use disorder","cannabis dependence",'-,GCST011179,8:27565545
rs4129566-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,HAND2-AS1,"Cocaine dependence","cocaine dependence",'-,GCST002142,4:173626006
rs75686122-<b>?</b>,"3 x 10-6",(AA),NR,'-,'-,'-,RIMS2,"Cocaine dependence","cocaine dependence",'-,GCST002142,8:103561561
rs2629540-<b>?</b>,"4 x 10-8","(Symptom count)",NR,'-,'-,'-,FAM53B,"Cocaine dependence","cocaine dependence",'-,GCST002142,10:124737579
rs6677435-<b>?</b>,"9 x 10-6",(EA),NR,'-,'-,'-,'-,"Cocaine dependence","cocaine dependence",'-,GCST002142,1:195821528
rs4129566-<b>?</b>,"3 x 10-6",(AA),NR,'-,'-,'-,HAND2-AS1,"Cocaine dependence","cocaine dependence",'-,GCST002142,4:173626006
rs11944332-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,HAND2-AS1,"Cocaine dependence","cocaine dependence",'-,GCST002142,4:173633681
rs2005290-<b>?</b>,"2 x 10-6",(EA),NR,'-,'-,'-,OR3A2,"Cocaine dependence","cocaine dependence",'-,GCST002142,17:3284718
rs2629540-<b>?</b>,"1 x 10-6","(Symptom count, AA)",NR,'-,'-,'-,FAM53B,"Cocaine dependence","cocaine dependence",'-,GCST002142,10:124737579
rs2456778-<b>?</b>,"3 x 10-6","(Cocaine–induced paranoia)",NR,'-,'-,'-,CDK1,"Cocaine dependence","cocaine dependence",'-,GCST002142,10:60792132
rs72840936-<b>?</b>,"3 x 10-6",(EA),NR,'-,'-,'-,STEAP3-AS1,"Cocaine dependence","cocaine dependence",'-,GCST002142,2:119266116
rs111325002-<b>?</b>,"4 x 10-7",(AA),NR,'-,'-,'-,'-,"Cocaine dependence","cocaine dependence",'-,GCST002142,3:96134788
rs11944332-<b>?</b>,"2 x 10-6",(AA),NR,'-,'-,'-,HAND2-AS1,"Cocaine dependence","cocaine dependence",'-,GCST002142,4:173633681
rs2005290-<b>?</b>,"4 x 10-7",,NR,'-,'-,'-,OR3A2,"Cocaine dependence","cocaine dependence",'-,GCST002142,17:3284718
rs150954431-<b>?</b>,"5 x 10-7","(Symptom count, EA)",NR,'-,'-,'-,NCOR2,"Cocaine dependence","cocaine dependence",'-,GCST002142,12:124517777
rs2456778-<b>?</b>,"5 x 10-6","(Cocaine–induced paranoia, AA)",NR,'-,'-,'-,CDK1,"Cocaine dependence","cocaine dependence",'-,GCST002142,10:60792132
rs10121366-<b>T</b>,"7 x 10-6",,NR,'-,"0.2785 unit decrease",[0.16-0.4],DELEC1,"Cocaine dependence","cocaine dependence",'-,GCST008399,9:115481743
rs11086525-<b>C</b>,"3 x 10-6",,NR,'-,"0.2013 unit increase",[0.12-0.29],CBLN4,"Cocaine dependence","cocaine dependence",'-,GCST008399,20:55941282
rs112252907-<b>T</b>,"4 x 10-6",,NR,'-,"0.4268 unit increase",[0.24-0.61],RBFOX1,"Cocaine dependence","cocaine dependence",'-,GCST008399,16:6625140
rs148179194-<b>T</b>,"7 x 10-6",,NR,'-,"0.8813 unit increase",[0.5-1.27],DOCK3,"Cocaine dependence","cocaine dependence",'-,GCST008399,3:50761221
rs1484873-<b>A</b>,"4 x 10-6",,NR,'-,"0.473 unit decrease",[0.27-0.68],SLC14A2,"Cocaine dependence","cocaine dependence",'-,GCST008399,18:45627020
rs247831-<b>C</b>,"9 x 10-6",,NR,'-,"0.2177 unit increase",[0.12-0.31],MEAK7,"Cocaine dependence","cocaine dependence",'-,GCST008399,16:84548287
rs334878-<b>A</b>,"8 x 10-6",,NR,'-,"0.2703 unit decrease",[0.15-0.39],MCIDAS,"Cocaine dependence","cocaine dependence",'-,GCST008399,5:55224050
rs35735220-<b>T</b>,"7 x 10-6",,NR,'-,"0.3091 unit decrease",[0.17-0.44],MIR873,"Cocaine dependence","cocaine dependence",'-,GCST008399,9:28963291
rs4410642-<b>C</b>,"9 x 10-6",,NR,'-,"0.288 unit increase",[0.16-0.42],RNU6-381P,"Cocaine dependence","cocaine dependence",'-,GCST008399,5:44129321
rs4734387-<b>A</b>,"4 x 10-6",,NR,'-,"0.2126 unit decrease",[0.12-0.3],"POP1, NIPAL2","Cocaine dependence","cocaine dependence",'-,GCST008399,8:98181537
rs56401801-<b>A</b>,"3 x 10-6",,NR,'-,"0.3592 unit decrease",[0.21-0.51],"ZNF204P, VN1R10P","Cocaine dependence","cocaine dependence",'-,GCST008399,6:27333733
rs57361543-<b>A</b>,"5 x 10-6",,NR,'-,"0.2015 unit decrease",[0.11-0.29],"GHSR, TNFSF10","Cocaine dependence","cocaine dependence",'-,GCST008399,3:172494354
rs62357000-<b>T</b>,"9 x 10-6",,NR,'-,"0.5584 unit increase",[0.31-0.81],SPRY4-AS1,"Cocaine dependence","cocaine dependence",'-,GCST008399,5:30884808
rs67769911-<b>A</b>,"6 x 10-6",,NR,'-,"0.264 unit increase",[0.15-0.38],ACTN4P1,"Cocaine dependence","cocaine dependence",'-,GCST008399,4:116685914
rs71575441-<b>T</b>,"2 x 10-6",,NR,'-,"0.6574 unit increase",[0.38-0.93],EFNA5,"Cocaine dependence","cocaine dependence",'-,GCST008399,5:107453116
rs72685414-<b>A</b>,"2 x 10-6",,NR,'-,"0.3838 unit increase",[0.23-0.54],'-,"Cocaine dependence","cocaine dependence",'-,GCST008399,1:104424250
rs7332726-<b>A</b>,"7 x 10-6",,NR,'-,"0.5565 unit increase",[0.31-0.8],MIR4500HG,"Cocaine dependence","cocaine dependence",'-,GCST008399,13:87498629
rs73973283-<b>A</b>,"6 x 10-6",,NR,'-,"0.5633 unit increase",[0.32-0.81],'-,"Cocaine dependence","cocaine dependence",'-,GCST008399,18:76045951
rs7675557-<b>A</b>,"2 x 10-6",,NR,'-,"0.2157 unit decrease",[0.13-0.31],"HNRNPA3P13, RASGEF1B","Cocaine dependence","cocaine dependence",'-,GCST008399,4:82049663
rs79309473-<b>T</b>,"2 x 10-6",,NR,'-,"0.2331 unit decrease",[0.14-0.33],"CCNA1, SPART","Cocaine dependence","cocaine dependence",'-,GCST008399,13:36398065
rs806973-<b>A</b>,"3 x 10-6",,NR,'-,"0.2008 unit increase",[0.12-0.29],"H2AC6, H1-4","Cocaine dependence","cocaine dependence",'-,GCST008399,6:26148098
rs73404786-<b>A</b>,"2 x 10-7",,NR,1.38,'-,NR,NIPA2P1,"Cocaine dependence (time to event)","cocaine dependence",'-,GCST012225,7:91354149
rs73721103-<b>T</b>,"4 x 10-7",,NR,1.3,'-,NR,AASS,"Cocaine dependence (time to event)","cocaine dependence",'-,GCST012225,7:122167872
rs2825295-<b>T</b>,"3 x 10-8",,NR,1.14,'-,NR,'-,"Cocaine dependence (time to event)","cocaine dependence",'-,GCST012225,21:19031918
rs61835088-<b>T</b>,"4 x 10-9",,0.14,0.87,'-,[NR],FAM78B,"Cocaine dependence (time to event)","cocaine dependence",'-,GCST012225,1:166069605
rs74426341-<b>C</b>,"3 x 10-7",,0.04,1.37,'-,[NR],NIPA2P1,"Cocaine dependence (time to event)","cocaine dependence",'-,GCST012225,7:91349301
rs112894747-<b>C</b>,"5 x 10-7",,0.03,1.41,'-,[NR],FGF18,"Cocaine dependence (time to event)","cocaine dependence",'-,GCST012224,5:171467315
rs2030272-<b>?</b>,"5 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90730025
rs2366929-<b>?</b>,"2 x 10-9",,NR,'-,"0.11 unit increase",[0.075-0.145],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90730817
rs2222243-<b>?</b>,"5 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90737880
rs2443067-<b>?</b>,"5 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90738485
rs2443066-<b>?</b>,"4 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90738967
rs2460186-<b>?</b>,"4 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90741163
rs2460187-<b>?</b>,"4 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90742633
rs2443065-<b>?</b>,"4 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90757239
rs2443064-<b>?</b>,"4 x 10-8",,NR,'-,"0.1 unit increase",[0.063-0.137],ADGRV1,"Opioid dependence x sex interaction","opioid dependence",'-,GCST009419,5:90757463
rs201123820-<b>T</b>,"3 x 10-8",(African),0.0193,'-,"5.547 z score increase",'-,"LINC02837, SRP72P1","Opioid dependence","opioid dependence",'-,GCST009853,18:49498978
rs12442183-<b>T</b>,"1 x 10-8",(EA),0.59,'-,"0.44 unit increase",'-,'-,"Opioid dependence","opioid dependence",'-,GCST005368,15:93204756
rs8036747-<b>?</b>,"8 x 10-8",(EA),NR,'-,"0.39 unit increase",'-,'-,"Opioid dependence","opioid dependence",'-,GCST005368,15:93209226
rs1872052-<b>?</b>,"2 x 10-7",(EA),NR,'-,"0.37 unit decrease",'-,'-,"Opioid dependence","opioid dependence",'-,GCST005368,15:93209649
rs192590503-<b>?</b>,"3 x 10-7",(EA),NR,'-,"1.4 unit decrease",'-,NKAIN2,"Opioid dependence","opioid dependence",'-,GCST005368,6:124215869
rs74641711-<b>?</b>,"6 x 10-7",(EA),NR,'-,"1.74 unit decrease",'-,CTDP1,"Opioid dependence","opioid dependence",'-,GCST005368,18:79727394
rs13097862-<b>?</b>,"9 x 10-7",(EA),NR,'-,"0.68 unit decrease",'-,"SNTN, C3orf49","Opioid dependence","opioid dependence",'-,GCST005368,3:63733563
rs10995853-<b>?</b>,"9 x 10-7",(EA),NR,'-,"1.6 unit decrease",'-,DBF4P1,"Opioid dependence","opioid dependence",'-,GCST005368,10:64259979
rs13279512-<b>?</b>,"9 x 10-7",(EA),NR,'-,"0.4 unit increase",'-,CLVS1,"Opioid dependence","opioid dependence",'-,GCST005368,8:61045943
rs11163319-<b>?</b>,"1 x 10-6",(EA),NR,'-,"0.81 unit decrease",'-,ADGRL2,"Opioid dependence","opioid dependence",'-,GCST005368,1:81506757
rs10738186-<b>?</b>,"1 x 10-6",(EA),NR,'-,"1.61 unit decrease",'-,IMP3P1,"Opioid dependence","opioid dependence",'-,GCST005368,9:10753414
rs12442183-<b>T</b>,"3 x 10-8",,0.59,'-,'-,'-,'-,"Opioid dependence","opioid dependence",'-,GCST005368,15:93204756
rs10799590-<b>G</b>,"4 x 10-9",,0.49,1.56,'-,[1.35-1.82],CNIH3,"Opioid dependence","opioid dependence",'-,GCST003614,1:224634780
rs1970606-<b>G</b>,"8 x 10-9",,NR,'-,"0.06 unit increase",[0.04-0.08],"RBBP4P4, GAPDHP15","Opioid dependence","opioid dependence",'-,GCST008424,6:58042294
rs1557219-<b>C</b>,"9 x 10-9",,NR,'-,"0.06 unit increase",[0.04-0.08],"GAPDHP15, RBBP4P4","Opioid dependence","opioid dependence",'-,GCST008424,6:58044647
rs59675243-<b>A</b>,"1 x 10-7",,NR,'-,"0.13 unit increase",[0.091-0.169],TACC2,"Opioid dependence","opioid dependence",'-,GCST008424,10:122011107
rs75449825-<b>G</b>,"2 x 10-7",,NR,'-,"0.13 unit increase",[0.091-0.169],TACC2,"Opioid dependence","opioid dependence",'-,GCST008424,10:122010374
rs17300532-<b>T</b>,"2 x 10-7",,NR,'-,"0.06 unit increase",[0.04-0.08],MAP1B,"Opioid dependence","opioid dependence",'-,GCST008424,5:72084528
rs58356853-<b>T</b>,"3 x 10-7",,NR,'-,"0.12 unit increase",[0.081-0.159],TACC2,"Opioid dependence","opioid dependence",'-,GCST008424,10:122011617
rs4300379-<b>G</b>,"9 x 10-7",,NR,'-,"0.06 unit decrease",[0.04-0.08],"OR4C46, OR4C7P","Opioid dependence","opioid dependence",'-,GCST008424,11:54614287
rs113142991-<b>A</b>,"6 x 10-7",,0.07,1.57,'-,[NR],LINC01814,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,2:8512906
rs4860439-<b>T</b>,"1 x 10-7",,0.31,0.8,'-,[NR],LINC02619,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,4:58960564
rs11728570-<b>T</b>,"1 x 10-6",,0.37,0.82,'-,[NR],BMPR1B,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,4:94826249
rs115391335-<b>T</b>,"1 x 10-7",,0.03,1.72,'-,[NR],LINC00474,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,9:115944964
rs1881736-<b>A</b>,"4 x 10-7",,0.04,0.63,'-,[NR],MAPK8,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,10:48366783
rs114341823-<b>T</b>,"2 x 10-7",,0.03,1.7,'-,[NR],GRIN2B,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,12:13933717
rs114198947-<b>A</b>,"7 x 10-7",,0.03,1.67,'-,[NR],KRT8,"Opioid dependence (time to event)","opioid dependence",'-,GCST012222,12:52911490
rs8063946-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,FTO,"Opioid dependence (time to event)","opioid dependence",'-,GCST012221,16:53779586
rs114341823-<b>?</b>,"1 x 10-7",,NR,'-,'-,'-,GRIN2B,"Opioid dependence (time to event)","opioid dependence",'-,GCST012221,12:13933717
rs73721103-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,AASS,"Opioid dependence (time to event)","opioid dependence",'-,GCST012221,7:122167872
rs9829896-<b>?</b>,"4 x 10-10",(AA),0.78,1.47,'-,[1.27-2.86],KAT2B,"Drug abuse","drug dependence",'-,GCST003601,3:20135980
rs118129027-<b>C</b>,"8 x 10-8",(Arabian),0.04,3.7,'-,[2.21-6.36],"POU6F2, YAE1","Substance use disorder","drug dependence",'-,GCST007700,7:39545812
rs1417205-<b>A</b>,"8 x 10-7",,0.95,'-,"0.064 unit decrease",'-,GNG5P5,"Cannabis use (initiation)","drug dependence",'-,GCST001616,13:47324744
rs9900808-<b>A</b>,"2 x 10-6",,0.04,'-,"0.082 unit increase",'-,'-,"Cannabis use (initiation)","drug dependence",'-,GCST001616,17:13159478
rs1573535-<b>A</b>,"4 x 10-6",,0.56,'-,"0.026 unit increase",'-,NELL1,"Cannabis use (initiation)","drug dependence",'-,GCST001616,11:21599402
rs4789400-<b>A</b>,"5 x 10-6",,0.08,'-,"0.069 unit decrease",'-,"Metazoa_SRP, MGAT5B","Cannabis use (initiation)","drug dependence",'-,GCST001616,17:77001815
rs10455657-<b>T</b>,"6 x 10-6",,0.81,'-,"0.032 unit decrease",'-,LINC02549,"Cannabis use (initiation)","drug dependence",'-,GCST001616,6:68275038
rs9458975-<b>T</b>,"7 x 10-6",,0.45,'-,"0.026 unit increase",'-,"SYNJ2, SNX9","Cannabis use (initiation)","drug dependence",'-,GCST001616,6:157968709
rs2377339-<b>G</b>,"1 x 10-11","(Opiates - African ancestry men - allelic test)",.0159,'-,"13.87 unit increase",NR,'-,Addiction,"drug dependence",'-,GCST001880,"Mapping not available"
"rs4851870-<b>C</b>, rs12043259-<b>A</b>, rs6747023-<b>G</b>, rs7589342-<b>T</b>, rs2377339-<b>G</b>, rs7589561-<b>T</b>, rs1465641-<b>A</b>, rs1465639-<b>G</b>, rs2163349-<b>T</b>, rs12995849-<b>T</b>, rs12995333-<b>T</b>, rs6741172-<b>A</b>, rs2163350-<b>C</b>, rs4851095-<b>C</b>","2 x 10-11",(Opiates),NR,'-,'-,'-,"NCK2; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes; No mapped genes",Addiction,"drug dependence",'-,GCST001880,2:105820800
rs2377339-<b>G</b>,"2 x 10-8","(codependence - African ancestry men - adjusted analysis)",.0159,'-,'-,'-,'-,Addiction,"drug dependence",'-,GCST001880,"Mapping not available"
rs12284594-<b>G</b>,"7 x 10-8","(EA women)",NR,1.77,'-,[NR],PKNOX2,"Substance dependence","drug dependence",'-,GCST000956,11:125309957
rs116544709-<b>T</b>,"2 x 10-8",,NR,'-,"4.6085 unit increase",[2.99-6.22],"LITAF, RMI2","Substance dependence","drug dependence",'-,GCST90018924,16:11442913
rs116544709-<b>T</b>,"2 x 10-8",,0.013408507,'-,"4.6084805 unit increase",[2.99-6.22],"LITAF, RMI2","Substance dependence","drug dependence",'-,GCST90018704,16:11442913
rs148995264-<b>C</b>,"2 x 10-6",,NR,2.62,'-,'-,'-,"Stimulant dependence","drug dependence",'-,GCST90026484,1:80022203
rs115062292-<b>T</b>,"7 x 10-6",,NR,2.68,'-,'-,NRXN1,"Stimulant dependence","drug dependence",'-,GCST90026484,2:50318451
rs16857949-<b>A</b>,"1 x 10-6",,NR,0.56,'-,'-,'-,"Stimulant dependence","drug dependence",'-,GCST90026484,2:142719167
rs6906329-<b>T</b>,"2 x 10-6",,NR,0.42,'-,'-,OFCC1,"Stimulant dependence","drug dependence",'-,GCST90026484,6:10013095
rs11764430-<b>T</b>,"3 x 10-7",,NR,1.37,'-,'-,CPVL,"Stimulant dependence","drug dependence",'-,GCST90026484,7:29022108
rs77338073-<b>A</b>,"4 x 10-6",,NR,2.72,'-,'-,RPL9P21,"Stimulant dependence","drug dependence",'-,GCST90026484,10:44509847
rs2394476-<b>T</b>,"1 x 10-9",,NR,0.27,'-,'-,SLC25A16,"Stimulant dependence","drug dependence",'-,GCST90026484,10:68496075
rs116441240-<b>T</b>,"1 x 10-7",,NR,2.75,'-,'-,GNAO1,"Stimulant dependence","drug dependence",'-,GCST90026484,16:56343996
rs148995264-<b>C</b>,"2 x 10-6",,NR,2.72,'-,'-,'-,"Stimulant dependence","drug dependence",'-,GCST90026486,1:80022203
rs115062292-<b>T</b>,"7 x 10-6",,NR,2.53,'-,'-,NRXN1,"Stimulant dependence","drug dependence",'-,GCST90026486,2:50318451
rs272043-<b>T</b>,"4 x 10-6",,NR,0.63,'-,'-,DPP10,"Stimulant dependence","drug dependence",'-,GCST90026486,2:115868208
rs55670624-<b>T</b>,"3 x 10-7",,NR,1.87,'-,'-,RRN3P4,"Stimulant dependence","drug dependence",'-,GCST90026486,2:142785921
rs79245542-<b>A</b>,"2 x 10-6",,NR,0.4,'-,'-,HOMER1,"Stimulant dependence","drug dependence",'-,GCST90026486,5:51549888
rs6906329-<b>T</b>,"2 x 10-6",,NR,0.45,'-,'-,OFCC1,"Stimulant dependence","drug dependence",'-,GCST90026486,6:10013095
rs11764430-<b>T</b>,"8 x 10-6",,NR,1.61,'-,'-,CPVL,"Stimulant dependence","drug dependence",'-,GCST90026486,7:29022108
rs77338073-<b>A</b>,"4 x 10-6",,NR,2.6,'-,'-,RPL9P21,"Stimulant dependence","drug dependence",'-,GCST90026486,10:44509847
rs2394476-<b>T</b>,"1 x 10-9",,NR,0.26,'-,'-,SLC25A16,"Stimulant dependence","drug dependence",'-,GCST90026486,10:68496075
rs11500237-<b>C</b>,"3 x 10-7",,NR,2.31,'-,'-,KCNA4,"Stimulant dependence","drug dependence",'-,GCST90026486,11:30054653
rs116441240-<b>T</b>,"1 x 10-7",,NR,2.66,'-,'-,GNAO1,"Stimulant dependence","drug dependence",'-,GCST90026486,16:56343996
rs1460212-<b>A</b>,"8 x 10-6",,NR,2.32,'-,'-,"MYCBPAP, RSAD1","Stimulant dependence","drug dependence",'-,GCST90026486,17:50501142
rs77109747-<b>A</b>,"5 x 10-7",(AA),'-,'-,"0.14 unit decrease",[0.081-0.199],"GPR199P, DLGAP3","Nicotine dependence","nicotine dependence",'-,GCST004294,1:34947470
rs1060061-<b>T</b>,"4 x 10-6",(AA),'-,'-,"0.06 unit decrease",[0.04-0.08],NR5A2,"Nicotine dependence","nicotine dependence",'-,GCST004294,1:200174314
rs890622-<b>C</b>,"2 x 10-6",(AA),'-,'-,"0.08 unit decrease",[0.041-0.119],TANC1,"Nicotine dependence","nicotine dependence",'-,GCST004294,2:159108877
rs56247223-<b>A</b>,"4 x 10-8",(AA),'-,'-,"0.07 unit decrease",[0.05-0.09],CACNA2D3,"Nicotine dependence","nicotine dependence",'-,GCST004294,3:54608201
rs77114337-<b>T</b>,"4 x 10-6",(AA),'-,'-,"0.25 unit increase",[0.15-0.35],SULT1B1,"Nicotine dependence","nicotine dependence",'-,GCST004294,4:69758944
rs55644503-<b>T</b>,"2 x 10-6",(AA),'-,'-,"0.13 unit decrease",[0.071-0.189],LINC02240,"Nicotine dependence","nicotine dependence",'-,GCST004294,5:125190620
