"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
"rs3827735-<b>C</b>, rs11582563-<b>G</b>, rs7511633-<b>G</b>, rs11102800-<b>C</b>, rs6537825-<b>A</b>, rs11585926-<b>T</b>, rs6661053-<b>T</b>, rs11589568-<b>T</b>","6 x 10-8",,0.382,'-,'-,'-,"TRIM33; TRIM33; No mapped genes; No mapped genes; No mapped genes; TRIM33; No mapped genes; No mapped genes",Autism,autism,'-,GCST002268,1:114510087|1:114416918|1:114431068
"rs3827735-<b>C</b>, rs11582563-<b>G</b>, rs11102807-<b>A</b>, rs7511633-<b>G</b>, rs11102800-<b>C</b>, rs6537825-<b>A</b>, rs11585926-<b>T</b>, rs6661053-<b>T</b>, rs11589568-<b>T</b>","4 x 10-8",,0.382,'-,'-,'-,"TRIM33; TRIM33; No mapped genes; No mapped genes; No mapped genes; No mapped genes; TRIM33; No mapped genes; No mapped genes",Autism,autism,'-,GCST002268,1:114510087|1:114416918|1:114431068
"rs10858047-<b>T</b>, rs1877455-<b>T</b>, rs11587400-<b>C</b>","8 x 10-8",,0.444,'-,'-,'-,"TRIM33 - PKMP1; PKMP1 - BCAS2; No mapped genes",Autism,autism,'-,GCST002268,1:114531255|1:114556471
"rs1877455-<b>T</b>, rs11587400-<b>C</b>","7 x 10-8",,0.449,'-,'-,'-,"PKMP1 - BCAS2; No mapped genes",Autism,autism,'-,GCST002268,1:114556471
rs6537825-<b>A</b>,"3 x 10-8",,NR,1.4,'-,[NR],'-,Autism,autism,'-,GCST002268,"Mapping not available"
rs926938-<b>A</b>,"4 x 10-8",,0.50,1.27,'-,[NR],'-,Autism,autism,'-,GCST002268,"Mapping not available"
rs6538761-<b>A</b>,"2 x 10-6",,NR,1.24,'-,[NR],Y_RNA,Autism,autism,'-,GCST002268,12:97040442
rs10513025-<b>?</b>,"2 x 10-7",,NR,1.81,'-,[NR],"SNHG18, TAS2R1",Autism,autism,'-,GCST000496,5:9623510
rs6453278-<b>?</b>,"5 x 10-6",,NR,1.25,'-,[NR],ZBED3-AS1,Autism,autism,'-,GCST000496,5:77121217
rs10038113-<b>T</b>,"3 x 10-6",,0.59,1.33,'-,[1.11-1.43],MSNP1,Autism,autism,'-,GCST000411,5:25902233
rs4307059-<b>T</b>,"2 x 10-10",,0.61,1.19,'-,[NR],'-,Autism,autism,'-,GCST000382,"Mapping not available"
rs4675502-<b>?</b>,"4 x 10-7","(Strict, all)",NR,1.28,'-,[1.16-1.41],PARD3B,Autism,autism,'-,GCST001619,2:205221447
rs7711337-<b>?</b>,"8 x 10-7","(Spectrum, all)",NR,1.22,'-,[1.12-1.32],'-,Autism,autism,'-,GCST001619,5:162656512
rs7834018-<b>?</b>,"8 x 10-7","(Strict, EA)",NR,1.56,'-,[1.3-1.89],EYA1,Autism,autism,'-,GCST001619,8:71649507
rs4150167-<b>?</b>,"3 x 10-7","(Spectrum, all)",NR,1.96,'-,[1.52-2.56],TAF1C,Autism,autism,'-,GCST001619,16:84180078
rs4141463-<b>?</b>,"4 x 10-8",(Str),0.57,1.37,'-,[1.22-1.52],MACROD2,Autism,autism,'-,GCST000740,20:14766825
rs7142002-<b>?</b>,"3 x 10-6",(Spc),0.94,1.56,'-,[1.28-1.89],PPP2R5C,Autism,autism,'-,GCST000740,14:101894408
rs9573902-<b>C</b>,"9 x 10-6",,'-,'-,'-,'-,"KCTD12, RN7SL571P",Autism,autism,'-,GCST012498,13:76644438
rs12557937-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,"Metazoa_SRP, NAB1P1",Autism,autism,'-,GCST012498,X:151247507
chr16:12594568-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,'-,Autism,autism,'-,GCST012498,"Mapping not available"
chr17:31559597-<b>C</b>,"3 x 10-6",,'-,'-,'-,'-,'-,Autism,autism,'-,GCST012498,"Mapping not available"
chr18:41228896-<b>G</b>,"7 x 10-6",,'-,'-,'-,'-,'-,Autism,autism,'-,GCST012498,"Mapping not available"
chr20:44957939-<b>T</b>,"9 x 10-6",,'-,'-,'-,'-,'-,Autism,autism,'-,GCST012498,"Mapping not available"
rs17121331-<b>G</b>,"5 x 10-6",,'-,'-,'-,'-,"NFIA, NFIA-AS2",Autism,autism,'-,GCST012498,1:60946459
rs12058696-<b>G</b>,"4 x 10-6",,'-,'-,'-,'-,ESRRG,Autism,autism,'-,GCST012498,1:216527482
rs9823776-<b>A</b>,"5 x 10-6",,'-,'-,'-,'-,"SYNPR, SYNPR-AS1",Autism,autism,'-,GCST012498,3:63453658
rs7710122-<b>C</b>,"5 x 10-6",,'-,'-,'-,'-,TENM2,Autism,autism,'-,GCST012498,5:167904318
rs17533237-<b>A</b>,"6 x 10-6",,'-,'-,'-,'-,"RN7SKP159, MCPH1",Autism,autism,'-,GCST012498,8:6350568
rs6589964-<b>A</b>,"4 x 10-6",,'-,'-,'-,'-,"RPL34P23, BSX",Autism,autism,'-,GCST012498,11:122999975
rs1551064-<b>C</b>,"4 x 10-6",,'-,'-,'-,'-,"MIR4495, PAFAH1B2P2",Autism,autism,'-,GCST012498,12:97901591
rs978597-<b>G</b>,"7 x 10-8",,0.167,22.4151,'-,[5.1219-98.0966],AMELY,Autism,autism,'-,GCST010733,Y:6885470
rs1865680-<b>G</b>,"2 x 10-8",,0.174,24.6226,'-,[5.6469-107.3643],TBL1Y,Autism,autism,'-,GCST010733,Y:7000077
rs2032624-<b>A</b>,"2 x 10-8",,0.165,20.8868,'-,[4.7675-91.5071],DDX3Y,Autism,autism,'-,GCST010733,Y:12914512
rs2032658-<b>A</b>,"3 x 10-9",,0.155,46.3585,'-,[6.1221-351.0397],UTY,Autism,autism,'-,GCST010733,Y:13470103
rs2032631-<b>G</b>,"2 x 10-8",,0.174,24.2308,'-,[5.5455-105.8754],KDM5D,Autism,autism,'-,GCST010733,Y:19705901
rs9786153-<b>T</b>,"3 x 10-9",,0.151,1.7955,'-,[0.1597-20.1843],EIF1AY,Autism,autism,'-,GCST010733,Y:20577481
rs13447352-<b>A</b>,"5 x 10-6",,0.62,4.970179,'-,[1.91-12.95],EIF1AY,Autism,autism,'-,GCST010733,Y:20587967
"rs2280840-<b>G</b>, rs6599528-<b>A</b>","9 x 10-6",,0.625,'-,'-,'-,"SLC52A2; FBXL6; No mapped genes",Autism,autism,'-,GCST010733,8:144357897
"rs1545620-<b>G</b>, rs7248508-<b>C</b>","9 x 10-6",,0.426,'-,'-,'-,"MYO9B; No mapped genes",Autism,autism,'-,GCST010733,19:17192965
rs7835763-<b>A</b>,"2 x 10-6",,'-,1.1,'-,[1.06-1.14],EXT1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST004520,8:118082680
rs115254791-<b>G</b>,"4 x 10-6",,'-,1.0869565,'-,[1.05-1.14],HLA-A,"Autism spectrum disorder","autism spectrum disorder",'-,GCST004520,6:29942680
rs142968358-<b>T</b>,"1 x 10-6",,'-,1.1,'-,[1.06-1.14],SPTLC1P2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST004520,6:23819007
rs201910565-<b>AT</b>,"4 x 10-8",,0.311,1.0787487,'-,[NR],LINC02790,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,1:96096246
rs2391769-<b>G</b>,"5 x 10-7",,0.631,1.0695187,'-,[NR],"RN7SL831P, EEF1A1P11","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,1:96513405
rs6701243-<b>A</b>,"1 x 10-6",,0.609,1.067,'-,[NR],SNX7,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,1:98627228
rs11185408-<b>G</b>,"1 x 10-6",,0.477,1.0649627,'-,[NR],FTLP17,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,1:104249635
rs6692705-<b>A</b>,"1 x 10-6",,0.4,1.066,'-,[NR],CAMSAP2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,1:193533479
rs59566011-<b>GA</b>,"1 x 10-6",,0.569,1.068,'-,[NR],PKP4,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,2:158528670
rs148587110-<b>C</b>,"1 x 10-6",,0.011,1.3927578,'-,[NR],SGO1-AS1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,3:20600474
rs1452075-<b>T</b>,"6 x 10-7",,0.721,1.074,'-,[NR],CADPS,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,3:62495388
rs200332011-<b>C</b>,"6 x 10-6",,0.769,1.0775862,'-,[NR],RSRC1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,3:158283895
rs79940520-<b>G</b>,"9 x 10-6",,0.141,1.0893246,'-,[NR],"RN7SKP222, FGF12","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,3:192120380
rs56054767-<b>C</b>,"4 x 10-6",,0.113,1.11,'-,[NR],Y_RNA,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,4:83700165
rs4916723-<b>C</b>,"3 x 10-6",,0.428,1.0626993,'-,[NR],LINC00461,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,5:88558577
rs2635182-<b>T</b>,"5 x 10-7",,0.466,1.067,'-,[NR],LINC02058,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,5:92919459
rs325485-<b>A</b>,"2 x 10-6",,0.378,1.066,'-,[NR],"LINC02163, RNU6-334P","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,5:104659667
rs13188074-<b>A</b>,"2 x 10-6",,0.391,1.064,'-,[NR],KCNN2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,5:114465726
rs34509057-<b>A</b>,"6 x 10-6",,0.226,1.071,'-,[NR],GALNT10,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,5:154221702
chr5:168173526-<b>A</b>,"2 x 10-7",,0.016,1.332,'-,[NR],'-,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,"Mapping not available"
rs210894-<b>T</b>,"4 x 10-7",,0.548,1.068,'-,[NR],ADTRP,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,6:11731766
rs12203328-<b>C</b>,"2 x 10-6",,0.278,1.069,'-,[NR],SPTLC1P2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,6:23766810
rs34739626-<b>T</b>,"8 x 10-6",,0.617,1.067,'-,[NR],SPTLC1P2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,6:23870548
rs740883-<b>T</b>,"1 x 10-6",,0.088,1.1160713,'-,[NR],GABBR1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,6:29607628
chr6:96509180-<b>D</b>,"8 x 10-6",,0.641,1.072,'-,[NR],'-,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,"Mapping not available"
rs72934503-<b>G</b>,"2 x 10-7",,0.463,1.0718113,'-,[NR],EIF4EBP2P3,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,6:98135612
rs111931861-<b>G</b>,"3 x 10-8",,0.034,1.242236,'-,[NR],KMT2E,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,7:105103772
chr7:105064665-<b>T</b>,"3 x 10-6",,0.25,1.076,'-,[NR],'-,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,"Mapping not available"
rs10099100-<b>C</b>,"1 x 10-8",,0.331,1.08,'-,[NR],"RP1L1, SOX7","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,8:10719265
rs183563276-<b>G</b>,"4 x 10-6",,0.011,1.4265335,'-,[NR],"RN7SKP32, RNU6-819P","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,8:47124851
rs10110094-<b>A</b>,"8 x 10-7",,0.163,1.091,'-,[NR],ASAP1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,8:130459801
rs11787216-<b>C</b>,"4 x 10-6",,0.636,1.0638298,'-,[NR],MROH5,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,8:141605122
rs45595836-<b>T</b>,"3 x 10-6",,0.067,1.126,'-,[NR],RSU1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,10:16649400
rs113764414-<b>A</b>,"5 x 10-7",,0.672,1.078,'-,[NR],EGR2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,10:62889636
rs141319505-<b>A</b>,"4 x 10-6",,0.98,1.308,'-,[NR],MRPL35P2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,10:63661682
undefined,"8 x 10-6",,0.037,1.1641443,'-,[NR],'-,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,"Mapping not available"
rs117603308-<b>T</b>,"9 x 10-6",,0.026,1.229,'-,[NR],GUCY1A2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,11:106957251
rs77691144-<b>C</b>,"6 x 10-7",,0.025,1.2330457,'-,[NR],PCDH9,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,13:66396080
rs201369005-<b>G</b>,"9 x 10-6",,0.051,1.155,'-,[NR],ESRRB,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,14:76369281
rs112635299-<b>T</b>,"2 x 10-7",,0.025,1.245,'-,[NR],"SERPINA2, SERPINA1","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,14:94371805
rs12942300-<b>T</b>,"2 x 10-6",,0.829,1.0893246,'-,[NR],LINC02210-CRHR1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,17:45782039
rs141455452-<b>T</b>,"6 x 10-7",,0.525,1.078,'-,[NR],MAPT,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,17:45941717
rs142920272-<b>C</b>,"9 x 10-7",,0.187,1.0881393,'-,[NR],KANSL1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,17:46224474
rs143609523-<b>G</b>,"1 x 10-6",,0.012,1.3513513,'-,[NR],GALNT1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,18:35685266
rs292441-<b>G</b>,"3 x 10-6",,0.324,1.0672358,'-,[NR],NEDD4L,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,18:58205326
rs138867053-<b>A</b>,"4 x 10-7",,0.017,1.285,'-,[NR],ZNF568,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,19:36948739
rs71190156-<b>G</b>,"4 x 10-8",,0.519,1.0741138,'-,[NR],MACROD2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,20:14855598
rs6047270-<b>T</b>,"8 x 10-7",,0.319,1.071,'-,[NR],KIZ,"Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,20:21141571
rs910805-<b>G</b>,"3 x 10-7",,0.24,1.0787487,'-,[NR],"XRN2, ZNF877P","Autism spectrum disorder","autism spectrum disorder",'-,GCST007556,20:21267478
rs1867503-<b>?</b>,"4 x 10-7","(ASD paternal model)",NR,1.55,'-,[1.30-1.84],INHCAP,"Autism spectrum disorder-related traits","autism spectrum disorder",'-,GCST002639,3:133691804
rs1409313-<b>?</b>,"4 x 10-7","(ASD paternal model)",NR,1.75,'-,[1.40-2.18],CUEDC2,"Autism spectrum disorder-related traits","autism spectrum disorder",'-,GCST002639,10:102431844
rs4773054-<b>?</b>,"5 x 10-8","(ASD paternal model)",NR,2.66,'-,[1.83-3.86],'-,"Autism spectrum disorder-related traits","autism spectrum disorder",'-,GCST002639,13:109501681
rs3914502-<b>A</b>,"4 x 10-6",,0.38,1.4,'-,[1.20-1.60],NAALADL2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST003130,3:174846812
rs12543592-<b>G</b>,"3 x 10-6",,0.5,1.43,'-,[1.25-1.67],LINC01151,"Autism spectrum disorder","autism spectrum disorder",'-,GCST003130,8:122499413
rs10888329-<b>?</b>,"8 x 10-6",,0.804,1.82,'-,[1.39-2.33],OR2M4,"Autism spectrum disorder","autism spectrum disorder",'-,GCST003130,1:248241352
rs2447097-<b>A</b>,"9 x 10-6",,0.261,1.53,'-,[1.27-1.85],SGSM2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST003130,17:2374770
rs16976358-<b>C</b>,"6 x 10-7",(Japanese),'-,2.0506,'-,[NR],LINC00907,"Autism spectrum disorder","autism spectrum disorder",'-,GCST003104,18:42611606
rs12402629-<b>T</b>,"4 x 10-8",,0.5258,'-,"0.06654919 unit decrease",[0.043-0.09],NEGR1,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,1:72113026
rs4481150-<b>T</b>,"9 x 10-9",,0.499,'-,"0.06941006 unit increase",[0.046-0.093],ITIH3,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,3:52803777
rs325485-<b>A</b>,"4 x 10-13",,0.3738,'-,"0.09012499 unit increase",[0.066-0.115],"LINC02163, RNU6-334P","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,5:104659667
rs17693963-<b>A</b>,"5 x 10-9",,0.9135,'-,"0.11696423 unit increase",[0.078-0.156],"GPR89P, RSL24D1P1","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,6:27742386
rs1021363-<b>A</b>,"1 x 10-8",,0.337999999999999,'-,"0.07219548 unit increase",[0.048-0.097],SORCS3,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,10:104851081
rs77691144-<b>T</b>,"2 x 10-8",,0.9682,'-,"0.20954372 unit decrease",[0.14-0.28],PCDH9,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,13:66396080
rs10141157-<b>T</b>,"1 x 10-9",,0.4811,'-,"0.074350074 unit decrease",[0.05-0.098],"RNU7-160P, BAG5","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,14:103551768
rs7403809-<b>T</b>,"6 x 10-9",,0.2604,'-,"0.08302893 unit increase",[0.055-0.111],'-,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,16:13656362
rs1000177-<b>T</b>,"2 x 10-9",,0.2227,'-,"0.08559434 unit increase",[0.058-0.114],"KIZ, ZNF877P","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST012092,20:21252560
rs10099100-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,"RP1L1, SOX7","Autism spectrum disorder","autism spectrum disorder",'-,GCST010648,8:10719265
rs71190156-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,MACROD2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010648,20:14855598
rs910805-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,"XRN2, ZNF877P","Autism spectrum disorder","autism spectrum disorder",'-,GCST010648,20:21267478
rs1589526-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,RSRC1,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,3:158138357
rs416223-<b>?</b>,"1 x 10-10",,'-,'-,'-,'-,"RNU6-334P, LINC02163","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,5:104655775
rs34509057-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,GALNT10,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,5:154221702
rs6461809-<b>?</b>,"8 x 10-9",,'-,'-,'-,'-,RNU6-1103P,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,7:24486420
rs10099100-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,"RP1L1, SOX7","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,8:10719265
rs6584649-<b>?</b>,"6 x 10-9",,'-,'-,'-,'-,SORCS3,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,10:104985346
rs6500768-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,RBFOX1,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,16:6292640
rs6508210-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,'-,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,"Mapping not available"
rs71190156-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,MACROD2,"Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,20:14855598
rs910805-<b>?</b>,"1 x 10-10",,'-,'-,'-,'-,"XRN2, ZNF877P","Autism spectrum disorder (MTAG)","autism spectrum disorder",'-,GCST010643,20:21267478
rs118045675-<b>G</b>,"3 x 10-6",,0.9682542,1.4084507,'-,[1.22-1.64],SMIM21,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,18:75424019
rs60527016-<b>T</b>,"5 x 10-8",,0.792283,1.1904762,'-,[1.11-1.27],FGFR1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,8:38442106
rs405182-<b>G</b>,"2 x 10-6",,0.692795,1.1764705,'-,[1.1-1.25],SSUH2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,3:8678265
rs60624745-<b>C</b>,"6 x 10-6",,0.721586,1.1627907,'-,[1.09-1.23],NLRP4,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,19:55856118
rs1046041-<b>T</b>,"6 x 10-6",,0.518174,1.1235955,'-,[1.06-1.18],POLR2E,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,19:1095337
rs11184553-<b>A</b>,"6 x 10-6",,0.460644,1.12,'-,[1.07-1.18],CDK4P1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,1:105395840
rs11188360-<b>A</b>,"3 x 10-6",,0.149671,1.19,'-,[1.1-1.27],SORBS1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,10:95558200
rs77230196-<b>C</b>,"3 x 10-6",,0.0706573,1.29,'-,[1.16-1.43],LUZP2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,11:24997823
rs10742763-<b>T</b>,"4 x 10-6",,0.063043,1.31,'-,[1.17-1.46],"MIR7154, CHST1","Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,11:45672434
rs9598562-<b>T</b>,"4 x 10-6",,0.212546,1.15,'-,[1.09-1.23],LINC00376,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,13:63231583
rs72646783-<b>T</b>,"6 x 10-6",,0.0377415,1.35,'-,[1.19-1.55],"HSP90AB6P, HS6ST3","Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,13:96859683
rs77562299-<b>C</b>,"4 x 10-6",,0.06984,1.26,'-,[1.14-1.39],LINC00922,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,16:65377873
rs632349-<b>G</b>,"3 x 10-6",,0.362939,1.13,'-,[1.08-1.2],'-,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,18:69268412
rs143634450-<b>A</b>,"1 x 10-6",,0.0394467,1.39,'-,[1.22-1.58],MPPED1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,22:43499322
rs2638592-<b>C</b>,"7 x 10-6",,0.235119,1.14,'-,[1.08-1.21],"GPR156, LRRC58","Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,3:120312093
rs7627815-<b>T</b>,"8 x 10-6",,0.0343502,1.38,'-,[1.2-1.58],"PBX2P1, SLC9A9","Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,3:143236587
rs56027323-<b>A</b>,"9 x 10-6",,0.093149,1.22,'-,[1.12-1.33],"AACSP1, ZNF354A","Autism spectrum disorder","autism spectrum disorder",'-,GCST010515,5:178734176
rs145570843-<b>A</b>,"4 x 10-6",,0.98923,2.1276596,'-,[1.54-2.94],SPTLC1P2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010514,6:23777604
rs405182-<b>G</b>,"5 x 10-6",,0.692795,1.1904762,'-,[1.1-1.28],SSUH2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010514,3:8678265
rs60527016-<b>T</b>,"3 x 10-6",,0.792283,1.0752687,'-,[1.04-1.1],FGFR1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST010514,8:38442106
rs36059156-<b>G</b>,"8 x 10-6",,0.696869,1.0638298,'-,[1.04-1.1],"RPL10P19, RNU6-682P","Autism spectrum disorder","autism spectrum disorder",'-,GCST010514,8:8924057
rs61925919-<b>A</b>,"5 x 10-6",,0.195114,1.08,'-,[1.05-1.12],"LINC02827, LINC02404","Autism spectrum disorder","autism spectrum disorder",'-,GCST010514,12:91843377
rs16823191-<b>G</b>,"4 x 10-6",,0.06,1.22,'-,[1.09-1.36],TLK1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,2:171074308
rs13103662-<b>A</b>,"5 x 10-6",,0.18,0.89,'-,[0.83-0.95],'-,"Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,4:156328651
rs2295926-<b>G</b>,"3 x 10-6",,0.295,0.9,'-,[0.84-0.95],GALNT12,"Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,9:98831543
rs11072298-<b>A</b>,"7 x 10-6",,0.182,0.89,'-,[0.83-0.95],THSD4,"Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,15:71562643
rs2368671-<b>T</b>,"6 x 10-6",,0.081,1.15,'-,[1.06-1.24],CITED1,"Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,X:72303800
rs2186039-<b>C</b>,"3 x 10-6",,0.412,1.08,'-,[1.04-1.13],DCAF12L2,"Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,X:126250450
rs12557857-<b>G</b>,"4 x 10-6",,0.022,1.29,'-,[1.12-1.48],"ARHGEF6, RPL7P56","Autism spectrum disorder","autism spectrum disorder",'-,GCST012466,X:136785924
